player_name,season,week,score,date_time
David Von Ballmoos,1400,6,0,2016-09-22 16:00:00
David Von Ballmoos,1400,7,0,2016-09-25 20:00:00
David Von Ballmoos,1400,8,0,2016-09-28 19:00:00
David Von Ballmoos,1400,9,0,2016-10-06 16:00:00
David Von Ballmoos,1400,10,0,2016-10-19 19:00:00
David Von Ballmoos,1400,11,0,2016-10-27 16:00:00
David Von Ballmoos,1400,12,0,2016-11-03 16:00:00
David Von Ballmoos,1400,13,0,2016-11-10 16:00:00
David Von Ballmoos,1400,14,0,2016-11-24 16:00:00
David Von Ballmoos,1400,15,0,2016-12-01 16:00:00
David Von Ballmoos,1400,16,0,2016-12-07 19:00:00
David Von Ballmoos,1400,17,0,2016-12-15 16:00:00
David Von Ballmoos,1500,0,0,2017-07-21 16:00:00
David Von Ballmoos,1500,1,0,2017-07-28 16:00:00
David Von Ballmoos,1500,2,0,2017-08-04 16:00:00
David Von Ballmoos,1500,3,0,2017-08-10 19:00:00
David Von Ballmoos,1500,4,0,2017-09-01 16:00:00
David Von Ballmoos,1500,5,0,2017-08-24 19:00:00
David Von Ballmoos,1500,6,0,2017-09-22 16:00:00
David Von Ballmoos,1500,7,0,2017-09-25 20:00:00
David Von Ballmoos,1500,8,0,2017-09-28 19:00:00
David Von Ballmoos,1500,9,0,2017-10-06 16:00:00
David Von Ballmoos,1500,10,0,2017-10-19 19:00:00
David Von Ballmoos,1500,11,0,2017-10-27 16:00:00
David Von Ballmoos,1500,12,0,2017-11-03 16:00:00
David Von Ballmoos,1500,13,0,2017-11-10 16:00:00
David Von Ballmoos,1500,14,0,2017-11-24 16:00:00
David Von Ballmoos,1500,15,0,2017-12-01 16:00:00
David Von Ballmoos,1500,16,0,2017-12-07 19:00:00
David Von Ballmoos,1500,17,0,2017-12-15 16:00:00
David Von Ballmoos,1600,0,4,2017-07-21 16:00:00
David Von Ballmoos,1600,1,1,2017-07-28 16:00:00
David Von Ballmoos,1600,2,5,2017-08-04 16:00:00
David Von Ballmoos,1600,3,5,2017-08-10 19:00:00
David Von Ballmoos,1600,4,4,2017-09-01 16:00:00
David Von Ballmoos,1600,5,5,2017-08-24 19:00:00
David Von Ballmoos,1600,6,5,2017-09-22 16:00:00
David Von Ballmoos,1600,7,2,2017-09-25 20:00:00
David Von Ballmoos,1600,8,5,2017-09-28 19:00:00
David Von Ballmoos,1600,9,6,2017-10-06 16:00:00
David Von Ballmoos,1600,10,5,2017-10-19 19:00:00
David Von Ballmoos,1600,11,6,2017-10-27 16:00:00
David Von Ballmoos,1600,12,0,2017-11-03 16:00:00
David Von Ballmoos,1600,13,5,2017-11-10 16:00:00
David Von Ballmoos,1600,14,1,2017-11-24 16:00:00
David Von Ballmoos,1600,15,0,2017-12-01 16:00:00
David Von Ballmoos,1600,16,6,2017-12-07 19:00:00
David Von Ballmoos,1600,17,6,2017-12-15 16:00:00
David Von Ballmoos,1700,0,0,2018-07-21 16:00:00
David Von Ballmoos,1700,1,0,2018-07-28 16:00:00
David Von Ballmoos,1700,2,0,2018-08-04 16:00:00
David Von Ballmoos,1700,3,0,2018-08-10 19:00:00
David Von Ballmoos,1700,4,0,2018-09-01 16:00:00
David Von Ballmoos,1700,5,0,2018-08-24 19:00:00
David Von Ballmoos,1700,6,0,2018-09-22 16:00:00
David Von Ballmoos,1700,7,0,2018-09-25 20:00:00
David Von Ballmoos,1700,8,0,2018-09-28 19:00:00
David Von Ballmoos,1700,9,0,2018-10-06 16:00:00
David Von Ballmoos,1700,10,0,2018-10-19 19:00:00
David Von Ballmoos,1700,11,0,2018-10-27 16:00:00
David Von Ballmoos,1700,12,0,2018-11-03 16:00:00
David Von Ballmoos,1700,13,0,2018-11-10 16:00:00
David Von Ballmoos,1700,14,0,2018-11-24 16:00:00
David Von Ballmoos,1700,15,0,2018-12-01 16:00:00
David Von Ballmoos,1700,16,0,2018-12-07 19:00:00
David Von Ballmoos,1700,17,4,2018-12-15 16:00:00
David Von Ballmoos,1900,0,5,2018-07-21 16:00:00
David Von Ballmoos,1900,1,4,2018-07-28 16:00:00
David Von Ballmoos,1900,2,5,2018-08-04 16:00:00
David Von Ballmoos,1900,3,6,2018-08-10 19:00:00
David Von Ballmoos,1900,4,4,2018-09-01 16:00:00
David Von Ballmoos,1900,5,6,2018-08-24 19:00:00
David Von Ballmoos,1900,6,0,2018-09-22 16:00:00
David Von Ballmoos,1900,7,2,2018-09-25 20:00:00
David Von Ballmoos,1900,8,1,2018-09-28 19:00:00
David Von Ballmoos,1900,9,5,2018-10-06 16:00:00
David Von Ballmoos,1900,10,6,2018-10-19 19:00:00
David Von Ballmoos,1900,11,5,2018-10-27 16:00:00
David Von Ballmoos,1900,12,6,2018-11-03 16:00:00
David Von Ballmoos,1900,13,4,2018-11-10 16:00:00
David Von Ballmoos,1900,14,4,2018-11-24 16:00:00
David Von Ballmoos,1900,15,6,2018-12-01 16:00:00
David Von Ballmoos,1900,16,6,2018-12-07 19:00:00
David Von Ballmoos,1900,17,6,2018-12-15 16:00:00
David Von Ballmoos,2000,0,6,2019-07-21 16:00:00
David Von Ballmoos,2000,1,0,2019-07-28 16:00:00
David Von Ballmoos,2000,2,5,2019-08-04 16:00:00
David Von Ballmoos,2000,3,5,2019-08-10 19:00:00
David Von Ballmoos,2000,4,6,2019-09-01 16:00:00
David Von Ballmoos,2000,5,3,2019-08-24 19:00:00
David Von Ballmoos,2000,6,3,2019-09-22 16:00:00
David Von Ballmoos,2000,7,6,2019-09-25 20:00:00
David Von Ballmoos,2000,8,5,2019-09-28 19:00:00
David Von Ballmoos,2000,9,5,2019-10-06 16:00:00
David Von Ballmoos,2000,10,4,2019-10-19 19:00:00
David Von Ballmoos,2000,11,3,2019-10-27 16:00:00
David Von Ballmoos,2000,12,6,2019-11-03 16:00:00
David Von Ballmoos,2000,13,6,2019-11-10 16:00:00
David Von Ballmoos,2000,14,6,2019-11-24 16:00:00
David Von Ballmoos,2000,15,6,2019-12-01 16:00:00
David Von Ballmoos,2000,16,4,2019-12-07 19:00:00
David Von Ballmoos,2000,17,6,2019-12-15 16:00:00
David Von Ballmoos,2100,1,0,2019-07-28 16:00:00
David Von Ballmoos,2100,2,0,2019-08-04 16:00:00
David Von Ballmoos,2100,3,0,2019-08-10 19:00:00
David Von Ballmoos,2100,4,0,2019-09-01 16:00:00
David Von Ballmoos,2100,5,0,2019-08-24 19:00:00
David Von Ballmoos,2100,6,0,2019-09-22 16:00:00
David Von Ballmoos,2100,7,0,2019-09-25 20:00:00
David Von Ballmoos,2100,8,0,2019-09-28 19:00:00
David Von Ballmoos,2100,9,0,2019-10-06 16:00:00
David Von Ballmoos,2100,10,0,2019-10-19 19:00:00
David Von Ballmoos,2100,11,0,2019-10-27 16:00:00
David Von Ballmoos,2100,12,0,2019-11-03 16:00:00
David Von Ballmoos,2100,13,0,2019-11-10 16:00:00
David Von Ballmoos,2100,14,0,2019-11-24 16:00:00
Dario Marzino,100,0,0,2011-07-21 16:00:00
Dario Marzino,100,1,0,2011-07-28 16:00:00
Dario Marzino,100,2,0,2011-08-04 16:00:00
Dario Marzino,100,3,0,2011-08-10 19:00:00
Dario Marzino,100,4,0,2011-09-01 16:00:00
Dario Marzino,100,5,0,2011-08-24 19:00:00
Dario Marzino,100,6,0,2011-09-22 16:00:00
Dario Marzino,100,7,0,2011-09-25 20:00:00
Dario Marzino,100,8,0,2011-09-28 19:00:00
Dario Marzino,100,9,0,2011-10-06 16:00:00
Dario Marzino,100,10,0,2011-10-19 19:00:00
Dario Marzino,100,11,0,2011-10-27 16:00:00
Dario Marzino,100,12,0,2011-11-03 16:00:00
Dario Marzino,100,13,0,2011-11-10 16:00:00
Dario Marzino,100,14,0,2011-11-24 16:00:00
Dario Marzino,100,15,0,2011-12-01 16:00:00
Dario Marzino,100,16,0,2011-12-07 19:00:00
Dario Marzino,100,17,0,2011-12-15 16:00:00
Dario Marzino,200,0,0,2012-07-21 16:00:00
Dario Marzino,200,1,0,2012-07-28 16:00:00
Dario Marzino,200,2,0,2012-08-04 16:00:00
Dario Marzino,200,3,0,2012-08-10 19:00:00
Dario Marzino,200,4,0,2012-09-01 16:00:00
Dario Marzino,200,5,0,2012-08-24 19:00:00
Dario Marzino,200,6,0,2012-09-22 16:00:00
Dario Marzino,200,7,0,2012-09-25 20:00:00
Dario Marzino,200,8,0,2012-09-28 19:00:00
Dario Marzino,200,9,0,2012-10-06 16:00:00
Dario Marzino,200,10,0,2012-10-19 19:00:00
Dario Marzino,200,11,0,2012-10-27 16:00:00
Dario Marzino,200,12,0,2012-11-03 16:00:00
Dario Marzino,200,13,0,2012-11-10 16:00:00
Dario Marzino,200,14,0,2012-11-24 16:00:00
Dario Marzino,200,15,0,2012-12-01 16:00:00
Dario Marzino,200,16,0,2012-12-07 19:00:00
Dario Marzino,200,17,0,2012-12-15 16:00:00
Dario Marzino,400,0,0,2012-07-21 16:00:00
Dario Marzino,400,1,0,2012-07-28 16:00:00
Dario Marzino,400,2,0,2012-08-04 16:00:00
Dario Marzino,400,3,0,2012-08-10 19:00:00
Dario Marzino,400,4,0,2012-09-01 16:00:00
Dario Marzino,400,5,0,2012-08-24 19:00:00
Dario Marzino,400,6,0,2012-09-22 16:00:00
Dario Marzino,400,7,0,2012-09-25 20:00:00
Dario Marzino,400,8,0,2012-09-28 19:00:00
Dario Marzino,400,9,0,2012-10-06 16:00:00
Dario Marzino,400,10,0,2012-10-19 19:00:00
Dario Marzino,400,11,0,2012-10-27 16:00:00
Dario Marzino,400,12,0,2012-11-03 16:00:00
Dario Marzino,400,13,0,2012-11-10 16:00:00
Dario Marzino,400,14,0,2012-11-24 16:00:00
Dario Marzino,400,15,0,2012-12-01 16:00:00
Dario Marzino,400,16,0,2012-12-07 19:00:00
Dario Marzino,400,17,0,2012-12-15 16:00:00
Dario Marzino,500,0,0,2013-07-21 16:00:00
Dario Marzino,500,1,0,2013-07-28 16:00:00
Dario Marzino,500,2,0,2013-08-04 16:00:00
Dario Marzino,500,3,0,2013-08-10 19:00:00
Dario Marzino,500,4,0,2013-09-01 16:00:00
Dario Marzino,500,5,0,2013-08-24 19:00:00
Dario Marzino,500,6,0,2013-09-22 16:00:00
Dario Marzino,500,7,0,2013-09-25 20:00:00
Dario Marzino,500,8,0,2013-09-28 19:00:00
Dario Marzino,500,9,0,2013-10-06 16:00:00
Dario Marzino,500,10,0,2013-10-19 19:00:00
Dario Marzino,500,11,0,2013-10-27 16:00:00
Dario Marzino,500,12,0,2013-11-03 16:00:00
Dario Marzino,500,13,0,2013-11-10 16:00:00
Dario Marzino,500,14,0,2013-11-24 16:00:00
Dario Marzino,500,15,0,2013-12-01 16:00:00
Dario Marzino,500,16,0,2013-12-07 19:00:00
Dario Marzino,500,17,0,2013-12-15 16:00:00
Dario Marzino,600,1,0,2013-07-28 16:00:00
Dario Marzino,600,2,0,2013-08-04 16:00:00
Dario Marzino,600,3,0,2013-08-10 19:00:00
Dario Marzino,600,4,0,2013-09-01 16:00:00
Dario Marzino,600,5,0,2013-08-24 19:00:00
Dario Marzino,600,6,0,2013-09-22 16:00:00
Dario Marzino,600,7,0,2013-09-25 20:00:00
Dario Marzino,600,8,0,2013-09-28 19:00:00
Dario Marzino,600,9,0,2013-10-06 16:00:00
Dario Marzino,600,10,0,2013-10-19 19:00:00
Dario Marzino,600,11,0,2013-10-27 16:00:00
Dario Marzino,600,12,0,2013-11-03 16:00:00
Dario Marzino,600,13,0,2013-11-10 16:00:00
Dario Marzino,600,14,0,2013-11-24 16:00:00
Dario Marzino,600,15,0,2013-12-01 16:00:00
Dario Marzino,600,16,0,2013-12-07 19:00:00
Dario Marzino,600,17,0,2013-12-15 16:00:00
Dario Marzino,700,0,0,2014-07-21 16:00:00
Dario Marzino,700,1,0,2014-07-28 16:00:00
Dario Marzino,700,2,0,2014-08-04 16:00:00
Dario Marzino,700,3,0,2014-08-10 19:00:00
Dario Marzino,700,4,0,2014-09-01 16:00:00
Dario Marzino,700,5,0,2014-08-24 19:00:00
Dario Marzino,700,6,0,2014-09-22 16:00:00
Dario Marzino,700,7,0,2014-09-25 20:00:00
Dario Marzino,700,8,0,2014-09-28 19:00:00
Dario Marzino,700,9,0,2014-10-06 16:00:00
Dario Marzino,700,10,0,2014-10-19 19:00:00
Dario Marzino,700,11,0,2014-10-27 16:00:00
Dario Marzino,700,12,0,2014-11-03 16:00:00
Dario Marzino,700,13,0,2014-11-10 16:00:00
Dario Marzino,700,14,0,2014-11-24 16:00:00
Dario Marzino,700,15,0,2014-12-01 16:00:00
Dario Marzino,700,16,0,2014-12-07 19:00:00
Dario Marzino,700,17,0,2014-12-15 16:00:00
Dario Marzino,900,0,0,2014-07-21 16:00:00
Dario Marzino,900,1,0,2014-07-28 16:00:00
Dario Marzino,900,2,0,2014-08-04 16:00:00
Dario Marzino,900,3,0,2014-08-10 19:00:00
Dario Marzino,900,4,0,2014-09-01 16:00:00
Dario Marzino,900,5,0,2014-08-24 19:00:00
Dario Marzino,900,6,0,2014-09-22 16:00:00
Dario Marzino,900,7,0,2014-09-25 20:00:00
Dario Marzino,900,8,0,2014-09-28 19:00:00
Dario Marzino,900,9,0,2014-10-06 16:00:00
Dario Marzino,900,10,0,2014-10-19 19:00:00
Dario Marzino,900,11,0,2014-10-27 16:00:00
Dario Marzino,900,12,0,2014-11-03 16:00:00
Dario Marzino,900,13,0,2014-11-10 16:00:00
Dario Marzino,900,14,0,2014-11-24 16:00:00
Dario Marzino,900,15,0,2014-12-01 16:00:00
Dario Marzino,900,16,0,2014-12-07 19:00:00
Dario Marzino,900,17,0,2014-12-15 16:00:00
Dario Marzino,1000,0,0,2015-07-21 16:00:00
Dario Marzino,1000,1,0,2015-07-28 16:00:00
Dario Marzino,1000,2,0,2015-08-04 16:00:00
Dario Marzino,1000,3,0,2015-08-10 19:00:00
Dario Marzino,1000,4,0,2015-09-01 16:00:00
Dario Marzino,1000,5,0,2015-08-24 19:00:00
Dario Marzino,1000,6,0,2015-09-22 16:00:00
Dario Marzino,1000,7,0,2015-09-25 20:00:00
Dario Marzino,1000,8,0,2015-09-28 19:00:00
Dario Marzino,1000,9,0,2015-10-06 16:00:00
Dario Marzino,1000,10,0,2015-10-19 19:00:00
Dario Marzino,1000,11,0,2015-10-27 16:00:00
Dario Marzino,1000,12,0,2015-11-03 16:00:00
Dario Marzino,1000,13,0,2015-11-10 16:00:00
Dario Marzino,1000,14,0,2015-11-24 16:00:00
Dario Marzino,1000,15,0,2015-12-01 16:00:00
Dario Marzino,1000,16,0,2015-12-07 19:00:00
Dario Marzino,1000,17,0,2015-12-15 16:00:00
Dario Marzino,1100,0,0,2015-07-21 16:00:00
Dario Marzino,1100,1,0,2015-07-28 16:00:00
Dario Marzino,1100,2,0,2015-08-04 16:00:00
Dario Marzino,1100,3,0,2015-08-10 19:00:00
Dario Marzino,1100,4,0,2015-09-01 16:00:00
Dario Marzino,1100,5,0,2015-08-24 19:00:00
Dario Marzino,1100,6,0,2015-09-22 16:00:00
Dario Marzino,1100,7,0,2015-09-25 20:00:00
Dario Marzino,1100,8,0,2015-09-28 19:00:00
Dario Marzino,1100,9,0,2015-10-06 16:00:00
Dario Marzino,1100,10,0,2015-10-19 19:00:00
Dario Marzino,1100,11,0,2015-10-27 16:00:00
Dario Marzino,1100,12,0,2015-11-03 16:00:00
Dario Marzino,1100,13,0,2015-11-10 16:00:00
Dario Marzino,1100,14,0,2015-11-24 16:00:00
Dario Marzino,1100,15,0,2015-12-01 16:00:00
Dario Marzino,1100,16,0,2015-12-07 19:00:00
Dario Marzino,1100,17,0,2015-12-15 16:00:00
Dario Marzino,1200,0,0,2016-07-21 16:00:00
Dario Marzino,1200,1,0,2016-07-28 16:00:00
Dario Marzino,1200,2,0,2016-08-04 16:00:00
Dario Marzino,1200,3,0,2016-08-10 19:00:00
Dario Marzino,1200,4,0,2016-09-01 16:00:00
Dario Marzino,1200,5,0,2016-08-24 19:00:00
Dario Marzino,1200,6,0,2016-09-22 16:00:00
Dario Marzino,1200,7,0,2016-09-25 20:00:00
Dario Marzino,1200,8,0,2016-09-28 19:00:00
Dario Marzino,1200,9,0,2016-10-06 16:00:00
Dario Marzino,1200,10,0,2016-10-19 19:00:00
Dario Marzino,1200,11,0,2016-10-27 16:00:00
Dario Marzino,1200,12,0,2016-11-03 16:00:00
Dario Marzino,1200,13,0,2016-11-10 16:00:00
Dario Marzino,1200,14,0,2016-11-24 16:00:00
Dario Marzino,1200,15,0,2016-12-01 16:00:00
Dario Marzino,1200,16,0,2016-12-07 19:00:00
Dario Marzino,1200,17,0,2016-12-15 16:00:00
Dario Marzino,1400,0,0,2016-07-21 16:00:00
Dario Marzino,1400,1,0,2016-07-28 16:00:00
Dario Marzino,1400,2,0,2016-08-04 16:00:00
Dario Marzino,1400,3,0,2016-08-10 19:00:00
Dario Marzino,1400,4,0,2016-09-01 16:00:00
Dario Marzino,1400,5,0,2016-08-24 19:00:00
Dario Marzino,1400,6,0,2016-09-22 16:00:00
Dario Marzino,1400,7,0,2016-09-25 20:00:00
Dario Marzino,1400,8,0,2016-09-28 19:00:00
Dario Marzino,1400,9,0,2016-10-06 16:00:00
Dario Marzino,1400,10,0,2016-10-19 19:00:00
Dario Marzino,1400,11,0,2016-10-27 16:00:00
Dario Marzino,1400,12,0,2016-11-03 16:00:00
Dario Marzino,1400,13,0,2016-11-10 16:00:00
Dario Marzino,1400,14,0,2016-11-24 16:00:00
Dario Marzino,1400,15,0,2016-12-01 16:00:00
Dario Marzino,1400,16,0,2016-12-07 19:00:00
Dario Marzino,1400,17,0,2016-12-15 16:00:00
Dario Marzino,1500,0,0,2017-07-21 16:00:00
Dario Marzino,1500,1,0,2017-07-28 16:00:00
Dario Marzino,1500,2,0,2017-08-04 16:00:00
Dario Marzino,1500,3,0,2017-08-10 19:00:00
Dario Marzino,1500,4,0,2017-09-01 16:00:00
Dario Marzino,1500,5,0,2017-08-24 19:00:00
Dario Marzino,1500,6,0,2017-09-22 16:00:00
Dario Marzino,1500,7,0,2017-09-25 20:00:00
Dario Marzino,1500,8,0,2017-09-28 19:00:00
Dario Marzino,1500,9,0,2017-10-06 16:00:00
Dario Marzino,1500,10,0,2017-10-19 19:00:00
Dario Marzino,1500,11,0,2017-10-27 16:00:00
Dario Marzino,1500,12,0,2017-11-03 16:00:00
Dario Marzino,1500,13,0,2017-11-10 16:00:00
Dario Marzino,1500,14,0,2017-11-24 16:00:00
Dario Marzino,1500,15,0,2017-12-01 16:00:00
Dario Marzino,1500,16,0,2017-12-07 19:00:00
Dario Marzino,1500,17,0,2017-12-15 16:00:00
Dario Marzino,1600,0,0,2017-07-21 16:00:00
Dario Marzino,1600,1,0,2017-07-28 16:00:00
Dario Marzino,1600,2,0,2017-08-04 16:00:00
Dario Marzino,1600,3,0,2017-08-10 19:00:00
Dario Marzino,1600,4,0,2017-09-01 16:00:00
Dario Marzino,1600,5,0,2017-08-24 19:00:00
Dario Marzino,1600,6,0,2017-09-22 16:00:00
Dario Marzino,1600,7,0,2017-09-25 20:00:00
Dario Marzino,1600,8,0,2017-09-28 19:00:00
Dario Marzino,1600,9,0,2017-10-06 16:00:00
Dario Marzino,1600,10,0,2017-10-19 19:00:00
Dario Marzino,1600,11,0,2017-10-27 16:00:00
Dario Marzino,1600,12,0,2017-11-03 16:00:00
Dario Marzino,1600,13,0,2017-11-10 16:00:00
Dario Marzino,1600,14,0,2017-11-24 16:00:00
Dario Marzino,1600,15,0,2017-12-01 16:00:00
Dario Marzino,1600,16,0,2017-12-07 19:00:00
Dario Marzino,1600,17,0,2017-12-15 16:00:00
Dario Marzino,1700,1,0,2018-07-28 16:00:00
Dario Marzino,1700,2,0,2018-08-04 16:00:00
Dario Marzino,1700,3,0,2018-08-10 19:00:00
Dario Marzino,1700,4,0,2018-09-01 16:00:00
Dario Marzino,1700,5,0,2018-08-24 19:00:00
Dario Marzino,1700,6,0,2018-09-22 16:00:00
Dario Marzino,1700,7,0,2018-09-25 20:00:00
Dario Marzino,1700,8,0,2018-09-28 19:00:00
Dario Marzino,1700,9,0,2018-10-06 16:00:00
Dario Marzino,1700,10,0,2018-10-19 19:00:00
Dario Marzino,1700,11,0,2018-10-27 16:00:00
Dario Marzino,1700,12,0,2018-11-03 16:00:00
Dario Marzino,1700,13,0,2018-11-10 16:00:00
Dario Marzino,1700,14,0,2018-11-24 16:00:00
Dario Marzino,1700,15,0,2018-12-01 16:00:00
Dario Marzino,1700,16,0,2018-12-07 19:00:00
Dario Marzino,1700,17,0,2018-12-15 16:00:00
Dario Marzino,1900,0,0,2018-07-21 16:00:00
Dario Marzino,1900,1,0,2018-07-28 16:00:00
Dario Marzino,1900,2,0,2018-08-04 16:00:00
Dario Marzino,1900,3,0,2018-08-10 19:00:00
Dario Marzino,1900,4,0,2018-09-01 16:00:00
Dario Marzino,1900,5,0,2018-08-24 19:00:00
Dario Marzino,1900,6,0,2018-09-22 16:00:00
Dario Marzino,1900,7,0,2018-09-25 20:00:00
Dario Marzino,1900,8,0,2018-09-28 19:00:00
Dario Marzino,1900,9,0,2018-10-06 16:00:00
Dario Marzino,1900,10,0,2018-10-19 19:00:00
Dario Marzino,1900,11,0,2018-10-27 16:00:00
Dario Marzino,1900,12,0,2018-11-03 16:00:00
Dario Marzino,1900,13,0,2018-11-10 16:00:00
Dario Marzino,1900,14,0,2018-11-24 16:00:00
Dario Marzino,1900,15,0,2018-12-01 16:00:00
Dario Marzino,1900,16,0,2018-12-07 19:00:00
Dario Marzino,1900,17,0,2018-12-15 16:00:00
Dario Marzino,2000,0,0,2019-07-21 16:00:00
Dario Marzino,2000,1,0,2019-07-28 16:00:00
Dario Marzino,2000,2,0,2019-08-04 16:00:00
Dario Marzino,2000,3,0,2019-08-10 19:00:00
Dario Marzino,2000,4,0,2019-09-01 16:00:00
Dario Marzino,2000,5,0,2019-08-24 19:00:00
Dario Marzino,2000,6,0,2019-09-22 16:00:00
Dario Marzino,2000,7,0,2019-09-25 20:00:00
Dario Marzino,2000,8,0,2019-09-28 19:00:00
Dario Marzino,2000,9,0,2019-10-06 16:00:00
Dario Marzino,2000,10,0,2019-10-19 19:00:00
Dario Marzino,2000,11,0,2019-10-27 16:00:00
Dario Marzino,2000,12,0,2019-11-03 16:00:00
Dario Marzino,2000,13,0,2019-11-10 16:00:00
Dario Marzino,2000,14,0,2019-11-24 16:00:00
Dario Marzino,2000,15,0,2019-12-01 16:00:00
Dario Marzino,2000,16,0,2019-12-07 19:00:00
Dario Marzino,2000,17,0,2019-12-15 16:00:00
Dario Marzino,2100,0,0,2019-07-21 16:00:00
Dario Marzino,2100,1,0,2019-07-28 16:00:00
Dario Marzino,2100,2,0,2019-08-04 16:00:00
Dario Marzino,2100,3,0,2019-08-10 19:00:00
Dario Marzino,2100,4,0,2019-09-01 16:00:00
Dario Marzino,2100,5,0,2019-08-24 19:00:00
Dario Marzino,2100,6,0,2019-09-22 16:00:00
Dario Marzino,2100,7,0,2019-09-25 20:00:00
Dario Marzino,2100,8,0,2019-09-28 19:00:00
Dario Marzino,2100,9,0,2019-10-06 16:00:00
Dario Marzino,2100,10,0,2019-10-19 19:00:00
Dario Marzino,2100,11,0,2019-10-27 16:00:00
Dario Marzino,2100,12,0,2019-11-03 16:00:00
Dario Marzino,2100,13,0,2019-11-10 16:00:00
Frederik Sörensen,100,0,0,2011-07-21 16:00:00
Frederik Sörensen,100,1,0,2011-07-28 16:00:00
Frederik Sörensen,100,2,0,2011-08-04 16:00:00
Frederik Sörensen,100,3,0,2011-08-10 19:00:00
Frederik Sörensen,100,4,0,2011-09-01 16:00:00
Frederik Sörensen,100,5,0,2011-08-24 19:00:00
Frederik Sörensen,100,6,0,2011-09-22 16:00:00
Frederik Sörensen,100,7,0,2011-09-25 20:00:00
Frederik Sörensen,100,8,0,2011-09-28 19:00:00
Frederik Sörensen,100,9,0,2011-10-06 16:00:00
Frederik Sörensen,100,10,0,2011-10-19 19:00:00
Frederik Sörensen,100,11,0,2011-10-27 16:00:00
Frederik Sörensen,100,12,0,2011-11-03 16:00:00
Frederik Sörensen,100,13,0,2011-11-10 16:00:00
Frederik Sörensen,100,14,0,2011-11-24 16:00:00
Frederik Sörensen,100,15,0,2011-12-01 16:00:00
Frederik Sörensen,100,16,0,2011-12-07 19:00:00
Frederik Sörensen,100,17,0,2011-12-15 16:00:00
Frederik Sörensen,200,1,0,2012-07-28 16:00:00
Frederik Sörensen,200,2,0,2012-08-04 16:00:00
Frederik Sörensen,200,3,0,2012-08-10 19:00:00
Frederik Sörensen,200,4,0,2012-09-01 16:00:00
Frederik Sörensen,200,5,0,2012-08-24 19:00:00
Frederik Sörensen,200,6,0,2012-09-22 16:00:00
Frederik Sörensen,200,7,0,2012-09-25 20:00:00
Frederik Sörensen,200,8,0,2012-09-28 19:00:00
Frederik Sörensen,200,9,0,2012-10-06 16:00:00
Frederik Sörensen,200,10,0,2012-10-19 19:00:00
Frederik Sörensen,200,11,0,2012-10-27 16:00:00
Frederik Sörensen,200,12,0,2012-11-03 16:00:00
Frederik Sörensen,200,13,0,2012-11-10 16:00:00
Frederik Sörensen,200,14,0,2012-11-24 16:00:00
Frederik Sörensen,200,15,0,2012-12-01 16:00:00
Frederik Sörensen,200,16,0,2012-12-07 19:00:00
Frederik Sörensen,200,17,0,2012-12-15 16:00:00
Frederik Sörensen,400,0,0,2012-07-21 16:00:00
Frederik Sörensen,400,1,0,2012-07-28 16:00:00
Frederik Sörensen,400,2,0,2012-08-04 16:00:00
Frederik Sörensen,400,3,0,2012-08-10 19:00:00
Frederik Sörensen,400,4,0,2012-09-01 16:00:00
Frederik Sörensen,400,5,0,2012-08-24 19:00:00
Frederik Sörensen,400,6,0,2012-09-22 16:00:00
Frederik Sörensen,400,7,0,2012-09-25 20:00:00
Frederik Sörensen,400,8,0,2012-09-28 19:00:00
Frederik Sörensen,400,9,0,2012-10-06 16:00:00
Frederik Sörensen,400,10,0,2012-10-19 19:00:00
Frederik Sörensen,400,11,0,2012-10-27 16:00:00
Frederik Sörensen,400,12,0,2012-11-03 16:00:00
Frederik Sörensen,400,13,0,2012-11-10 16:00:00
Frederik Sörensen,400,14,0,2012-11-24 16:00:00
Frederik Sörensen,400,15,0,2012-12-01 16:00:00
Frederik Sörensen,400,16,0,2012-12-07 19:00:00
Frederik Sörensen,400,17,0,2012-12-15 16:00:00
Frederik Sörensen,500,1,0,2013-07-28 16:00:00
Frederik Sörensen,500,2,0,2013-08-04 16:00:00
Frederik Sörensen,500,3,0,2013-08-10 19:00:00
Frederik Sörensen,500,4,0,2013-09-01 16:00:00
Frederik Sörensen,500,5,0,2013-08-24 19:00:00
Frederik Sörensen,500,6,0,2013-09-22 16:00:00
Frederik Sörensen,500,7,0,2013-09-25 20:00:00
Frederik Sörensen,500,8,0,2013-09-28 19:00:00
Frederik Sörensen,500,9,0,2013-10-06 16:00:00
Frederik Sörensen,500,10,0,2013-10-19 19:00:00
Frederik Sörensen,500,11,0,2013-10-27 16:00:00
Frederik Sörensen,500,12,0,2013-11-03 16:00:00
Frederik Sörensen,500,13,0,2013-11-10 16:00:00
Frederik Sörensen,500,14,0,2013-11-24 16:00:00
Frederik Sörensen,500,15,0,2013-12-01 16:00:00
Frederik Sörensen,500,16,0,2013-12-07 19:00:00
Frederik Sörensen,500,17,0,2013-12-15 16:00:00
Frederik Sörensen,600,0,0,2013-07-21 16:00:00
Frederik Sörensen,600,1,0,2013-07-28 16:00:00
Frederik Sörensen,600,2,0,2013-08-04 16:00:00
Frederik Sörensen,600,3,0,2013-08-10 19:00:00
Frederik Sörensen,600,4,0,2013-09-01 16:00:00
Frederik Sörensen,600,5,0,2013-08-24 19:00:00
